# Energy [keV], Spectrum [ph/cm^2/s/keV]
500.000,1.268e-05
509.000,1.230e-05
518.162,1.193e-05
527.489,1.156e-05
536.984,1.119e-05
546.649,1.083e-05
556.489,1.048e-05
566.506,1.016e-05
576.703,9.856e-06
587.084,9.556e-06
597.651,9.255e-06
608.409,8.957e-06
619.360,8.670e-06
630.509,8.402e-06
641.858,8.149e-06
653.411,7.906e-06
665.173,7.667e-06
677.146,7.428e-06
689.334,7.193e-06
701.743,6.968e-06
714.374,6.755e-06
727.233,6.554e-06
740.323,6.360e-06
753.649,6.168e-06
767.214,5.976e-06
781.024,5.788e-06
795.083,5.607e-06
809.394,5.437e-06
823.963,5.276e-06
838.794,5.118e-06
853.893,4.961e-06
869.263,4.805e-06
884.910,4.654e-06
900.838,4.511e-06
917.053,4.375e-06
933.560,4.246e-06
950.364,4.120e-06
967.471,3.994e-06
984.885,3.869e-06
1002.613,3.750e-06
1020.660,3.637e-06
1039.032,3.530e-06
1057.735,3.427e-06
1076.774,3.326e-06
1096.156,3.225e-06
1115.886,3.125e-06
1135.972,3.029e-06
1156.420,2.937e-06
1177.235,2.850e-06
1198.426,2.765e-06
1219.997,2.682e-06
1241.957,2.599e-06
1264.313,2.517e-06
1287.070,2.440e-06
1310.237,2.367e-06
1333.822,2.298e-06
1357.831,2.231e-06
1382.271,2.164e-06
1407.152,2.097e-06
1432.481,2.033e-06
1458.266,1.972e-06
1484.515,1.913e-06
1511.236,1.858e-06
1538.438,1.803e-06
1566.130,1.749e-06
1594.320,1.695e-06
1623.018,1.643e-06
1652.232,1.593e-06
1681.973,1.546e-06
1712.248,1.500e-06
1743.069,1.455e-06
1774.444,1.411e-06
1806.384,1.367e-06
1838.899,1.325e-06
1871.999,1.285e-06
1905.695,1.247e-06
1939.997,1.210e-06
1974.917,1.174e-06
2010.466,1.138e-06
2046.654,1.103e-06
2083.494,1.070e-06
2120.997,1.038e-06
2159.175,1.007e-06
2198.040,9.776e-07
2237.605,9.483e-07
2277.882,9.192e-07
2318.883,8.909e-07
2360.623,8.638e-07
2403.115,8.379e-07
2446.371,8.129e-07
2490.405,7.884e-07
2535.233,7.642e-07
2580.867,7.403e-07
2627.322,7.172e-07
2674.614,6.953e-07
2722.757,6.745e-07
2771.767,6.544e-07
2821.659,6.347e-07
2872.448,6.152e-07
2924.153,5.958e-07
2976.787,5.775e-07
3030.369,5.602e-07
3084.916,5.434e-07
3140.445,5.272e-07
3196.973,5.112e-07
3254.518,4.954e-07
3313.099,4.800e-07
3372.735,4.651e-07
3433.444,4.508e-07
3495.246,4.371e-07
3558.161,4.238e-07
3622.208,4.107e-07
3687.408,3.976e-07
3753.781,3.850e-07
3821.349,3.729e-07
3890.133,3.616e-07
3960.156,3.506e-07
4031.438,3.399e-07
4104.004,3.292e-07
4177.876,3.188e-07
4253.078,3.087e-07
4329.634,2.992e-07
4407.567,2.900e-07
4486.903,2.811e-07
4567.667,2.725e-07
4649.885,2.639e-07
4733.583,2.555e-07
4818.788,2.473e-07
4905.526,2.396e-07
4993.826,2.321e-07
5083.714,2.249e-07
5175.221,2.178e-07
5268.375,2.107e-07
5363.206,2.039e-07
5459.744,1.974e-07
5558.019,1.912e-07
5658.063,1.852e-07
5759.909,1.794e-07
5863.587,1.736e-07
5969.131,1.680e-07
6076.576,1.625e-07
6185.954,1.573e-07
6297.301,1.523e-07
6410.653,1.476e-07
6526.045,1.429e-07
6643.513,1.383e-07
6763.097,1.337e-07
6884.832,1.294e-07
7008.759,1.252e-07
7134.917,1.212e-07
7263.346,1.173e-07
7394.086,1.135e-07
7527.179,1.097e-07
7662.669,1.061e-07
7800.597,1.025e-07
7941.007,9.918e-08
8083.945,9.599e-08
8229.456,9.289e-08
8377.587,8.984e-08
8528.383,8.684e-08
8681.894,8.389e-08
8838.168,8.110e-08
8997.255,7.847e-08
9159.206,7.593e-08
9324.072,7.345e-08
9491.905,7.099e-08
9662.759,6.859e-08
9836.689,6.628e-08
10013.749,6.407e-08
10193.997,6.194e-08
10377.489,5.988e-08
10564.283,5.788e-08
10754.440,5.591e-08
10948.020,5.398e-08
11145.085,5.211e-08
11345.696,5.034e-08
11549.919,4.867e-08
11757.817,4.705e-08
11969.458,4.545e-08
12184.908,4.388e-08
12404.237,4.234e-08
12627.513,4.089e-08
12854.808,3.951e-08
13086.195,3.818e-08
13321.746,3.688e-08
13561.538,3.561e-08
13805.645,3.437e-08
14054.147,3.317e-08
14307.122,3.202e-08
14564.650,3.091e-08
14826.813,2.985e-08
15093.696,2.882e-08
15365.383,2.781e-08
15641.960,2.681e-08
15923.515,2.585e-08
16210.138,2.495e-08
16501.921,2.408e-08
16798.955,2.325e-08
17101.336,2.243e-08
17409.160,2.163e-08
17722.525,2.085e-08
18041.531,2.010e-08
18366.278,1.940e-08
18696.871,1.872e-08
19033.415,1.806e-08
19376.016,1.742e-08
19724.785,1.679e-08
20079.831,1.618e-08
20441.268,1.559e-08
20809.211,1.504e-08
21183.776,1.450e-08
21565.084,1.398e-08
21953.256,1.347e-08
22348.415,1.297e-08
22750.686,1.250e-08
23160.198,1.204e-08
23577.082,1.161e-08
24001.469,1.119e-08
24433.496,1.078e-08
24873.299,1.038e-08
25321.018,9.998e-09
25776.796,9.626e-09
26240.779,9.272e-09
26713.113,8.935e-09
27193.949,8.610e-09
27683.440,8.293e-09
28181.742,7.983e-09
28689.013,7.680e-09
29205.415,7.394e-09
29731.113,7.123e-09
30266.273,6.860e-09
