# Energy [keV], Spectrum [ph/cm^2/s/keV]
500.000,1.007e-04
509.000,9.766e-05
518.162,9.470e-05
527.489,9.176e-05
536.984,8.882e-05
546.649,8.593e-05
556.489,8.319e-05
566.506,8.061e-05
576.703,7.817e-05
587.084,7.578e-05
597.651,7.339e-05
608.409,7.101e-05
619.360,6.872e-05
630.509,6.657e-05
641.858,6.456e-05
653.411,6.262e-05
665.173,6.072e-05
677.146,5.881e-05
689.334,5.694e-05
701.743,5.515e-05
714.374,5.344e-05
727.233,5.184e-05
740.323,5.030e-05
753.649,4.877e-05
767.214,4.724e-05
781.024,4.574e-05
795.083,4.430e-05
809.394,4.295e-05
823.963,4.166e-05
838.794,4.041e-05
853.893,3.916e-05
869.263,3.792e-05
884.910,3.672e-05
900.838,3.558e-05
917.053,3.450e-05
933.560,3.347e-05
950.364,3.247e-05
967.471,3.148e-05
984.885,3.049e-05
1002.613,2.954e-05
1020.660,2.863e-05
1039.032,2.778e-05
1057.735,2.697e-05
1076.774,2.617e-05
1096.156,2.537e-05
1115.886,2.458e-05
1135.972,2.381e-05
1156.420,2.308e-05
1177.235,2.239e-05
1198.426,2.172e-05
1219.997,2.107e-05
1241.957,2.041e-05
1264.313,1.976e-05
1287.070,1.915e-05
1310.237,1.857e-05
1333.822,1.803e-05
1357.831,1.749e-05
1382.271,1.697e-05
1407.152,1.644e-05
1432.481,1.593e-05
1458.266,1.545e-05
1484.515,1.499e-05
1511.236,1.455e-05
1538.438,1.412e-05
1566.130,1.369e-05
1594.320,1.327e-05
1623.018,1.286e-05
1652.232,1.246e-05
1681.973,1.209e-05
1712.248,1.173e-05
1743.069,1.138e-05
1774.444,1.103e-05
1806.384,1.068e-05
1838.899,1.035e-05
1871.999,1.004e-05
1905.695,9.740e-06
1939.997,9.451e-06
1974.917,9.167e-06
2010.466,8.885e-06
2046.654,8.609e-06
2083.494,8.346e-06
2120.997,8.094e-06
2159.175,7.855e-06
2198.040,7.623e-06
2237.605,7.394e-06
2277.882,7.166e-06
2318.883,6.944e-06
2360.623,6.731e-06
2403.115,6.528e-06
2446.371,6.332e-06
2490.405,6.141e-06
2535.233,5.952e-06
2580.867,5.766e-06
2627.322,5.585e-06
2674.614,5.413e-06
2722.757,5.250e-06
2771.767,5.093e-06
2821.659,4.940e-06
2872.448,4.787e-06
2924.153,4.636e-06
2976.787,4.493e-06
3030.369,4.357e-06
3084.916,4.227e-06
3140.445,4.100e-06
3196.973,3.976e-06
3254.518,3.853e-06
3313.099,3.732e-06
3372.735,3.616e-06
3433.444,3.505e-06
3495.246,3.398e-06
3558.161,3.294e-06
3622.208,3.192e-06
3687.408,3.091e-06
3753.781,2.992e-06
3821.349,2.898e-06
3890.133,2.810e-06
3960.156,2.725e-06
4031.438,2.641e-06
4104.004,2.559e-06
4177.876,2.477e-06
4253.078,2.399e-06
4329.634,2.325e-06
4407.567,2.253e-06
4486.903,2.184e-06
4567.667,2.117e-06
4649.885,2.051e-06
4733.583,1.985e-06
4818.788,1.922e-06
4905.526,1.862e-06
4993.826,1.804e-06
5083.714,1.748e-06
5175.221,1.693e-06
5268.375,1.638e-06
5363.206,1.585e-06
5459.744,1.534e-06
5558.019,1.486e-06
5658.063,1.439e-06
5759.909,1.394e-06
5863.587,1.350e-06
5969.131,1.306e-06
6076.576,1.264e-06
6185.954,1.223e-06
6297.301,1.185e-06
6410.653,1.148e-06
6526.045,1.112e-06
6643.513,1.076e-06
6763.097,1.041e-06
6884.832,1.007e-06
7008.759,9.745e-07
7134.917,9.434e-07
7263.346,9.132e-07
7394.086,8.836e-07
7527.179,8.546e-07
7662.669,8.262e-07
7800.597,7.988e-07
7941.007,7.729e-07
8083.945,7.480e-07
8229.456,7.240e-07
8377.587,7.004e-07
8528.383,6.772e-07
8681.894,6.544e-07
8838.168,6.327e-07
8997.255,6.123e-07
9159.206,5.926e-07
9324.072,5.733e-07
9491.905,5.543e-07
9662.759,5.358e-07
9836.689,5.178e-07
10013.749,5.006e-07
10193.997,4.841e-07
10377.489,4.681e-07
10564.283,4.526e-07
10754.440,4.373e-07
10948.020,4.224e-07
11145.085,4.079e-07
11345.696,3.941e-07
11549.919,3.811e-07
11757.817,3.685e-07
11969.458,3.561e-07
12184.908,3.439e-07
12404.237,3.320e-07
12627.513,3.207e-07
12854.808,3.100e-07
13086.195,2.996e-07
13321.746,2.895e-07
13561.538,2.797e-07
13805.645,2.700e-07
14054.147,2.607e-07
14307.122,2.517e-07
14564.650,2.431e-07
14826.813,2.348e-07
15093.696,2.268e-07
15365.383,2.189e-07
15641.960,2.112e-07
15923.515,2.037e-07
16210.138,1.967e-07
16501.921,1.899e-07
16798.955,1.834e-07
17101.336,1.770e-07
17409.160,1.708e-07
17722.525,1.647e-07
18041.531,1.589e-07
18366.278,1.534e-07
18696.871,1.481e-07
19033.415,1.429e-07
19376.016,1.379e-07
19724.785,1.330e-07
20079.831,1.282e-07
20441.268,1.236e-07
20809.211,1.193e-07
21183.776,1.151e-07
21565.084,1.110e-07
21953.256,1.070e-07
22348.415,1.031e-07
22750.686,9.939e-08
23160.198,9.582e-08
23577.082,9.242e-08
24001.469,8.913e-08
24433.496,8.592e-08
24873.299,8.279e-08
25321.018,7.978e-08
25776.796,7.686e-08
26240.779,7.407e-08
26713.113,7.141e-08
27193.949,6.885e-08
27683.440,6.635e-08
28181.742,6.392e-08
28689.013,6.154e-08
29205.415,5.928e-08
29731.113,5.714e-08
30266.273,5.506e-08
