# Energy [keV], Spectrum [ph/cm^2/s/keV]
500.000,3.498e-06
509.000,3.395e-06
518.162,3.293e-06
527.489,3.192e-06
536.984,3.091e-06
546.649,2.993e-06
556.489,2.899e-06
566.506,2.812e-06
576.703,2.728e-06
587.084,2.646e-06
597.651,2.563e-06
608.409,2.481e-06
619.360,2.403e-06
630.509,2.330e-06
641.858,2.261e-06
653.411,2.195e-06
665.173,2.129e-06
677.146,2.063e-06
689.334,1.999e-06
701.743,1.938e-06
714.374,1.880e-06
727.233,1.825e-06
740.323,1.772e-06
753.649,1.719e-06
767.214,1.666e-06
781.024,1.615e-06
795.083,1.565e-06
809.394,1.519e-06
823.963,1.474e-06
838.794,1.431e-06
853.893,1.388e-06
869.263,1.345e-06
884.910,1.303e-06
900.838,1.264e-06
917.053,1.227e-06
933.560,1.191e-06
950.364,1.156e-06
967.471,1.122e-06
984.885,1.087e-06
1002.613,1.054e-06
1020.660,1.023e-06
1039.032,9.937e-07
1057.735,9.653e-07
1076.774,9.372e-07
1096.156,9.092e-07
1115.886,8.816e-07
1135.972,8.550e-07
1156.420,8.297e-07
1177.235,8.055e-07
1198.426,7.821e-07
1219.997,7.588e-07
1241.957,7.356e-07
1264.313,7.129e-07
1287.070,6.915e-07
1310.237,6.714e-07
1333.822,6.521e-07
1357.831,6.333e-07
1382.271,6.145e-07
1407.152,5.959e-07
1432.481,5.780e-07
1458.266,5.611e-07
1484.515,5.448e-07
1511.236,5.292e-07
1538.438,5.139e-07
1566.130,4.987e-07
1594.320,4.837e-07
1623.018,4.691e-07
1652.232,4.551e-07
1681.973,4.419e-07
1712.248,4.291e-07
1743.069,4.164e-07
1774.444,4.038e-07
1806.384,3.914e-07
1838.899,3.796e-07
1871.999,3.684e-07
1905.695,3.578e-07
1939.997,3.474e-07
1974.917,3.371e-07
2010.466,3.269e-07
2046.654,3.169e-07
2083.494,3.075e-07
2120.997,2.985e-07
2159.175,2.899e-07
2198.040,2.815e-07
2237.605,2.731e-07
2277.882,2.648e-07
2318.883,2.568e-07
2360.623,2.491e-07
2403.115,2.418e-07
2446.371,2.347e-07
2490.405,2.277e-07
2535.233,2.207e-07
2580.867,2.139e-07
2627.322,2.073e-07
2674.614,2.011e-07
2722.757,1.951e-07
2771.767,1.894e-07
2821.659,1.837e-07
2872.448,1.781e-07
2924.153,1.726e-07
2976.787,1.673e-07
3030.369,1.624e-07
3084.916,1.576e-07
3140.445,1.529e-07
3196.973,1.483e-07
3254.518,1.438e-07
3313.099,1.393e-07
3372.735,1.350e-07
3433.444,1.309e-07
3495.246,1.270e-07
3558.161,1.231e-07
3622.208,1.193e-07
3687.408,1.156e-07
3753.781,1.119e-07
3821.349,1.084e-07
3890.133,1.052e-07
3960.156,1.020e-07
4031.438,9.888e-08
4104.004,9.578e-08
4177.876,9.274e-08
4253.078,8.983e-08
4329.634,8.707e-08
4407.567,8.442e-08
4486.903,8.185e-08
4567.667,7.933e-08
4649.885,7.683e-08
4733.583,7.437e-08
4818.788,7.201e-08
4905.526,6.976e-08
4993.826,6.761e-08
5083.714,6.551e-08
5175.221,6.343e-08
5268.375,6.136e-08
5363.206,5.936e-08
5459.744,5.746e-08
5558.019,5.566e-08
5658.063,5.393e-08
5759.909,5.223e-08
5863.587,5.055e-08
5969.131,4.890e-08
6076.576,4.729e-08
6185.954,4.578e-08
6297.301,4.434e-08
6410.653,4.294e-08
6526.045,4.158e-08
6643.513,4.022e-08
6763.097,3.889e-08
6884.832,3.761e-08
7008.759,3.640e-08
7134.917,3.523e-08
7263.346,3.410e-08
7394.086,3.298e-08
7527.179,3.187e-08
7662.669,3.080e-08
7800.597,2.976e-08
7941.007,2.879e-08
8083.945,2.786e-08
8229.456,2.695e-08
8377.587,2.606e-08
8528.383,2.517e-08
8681.894,2.431e-08
8838.168,2.349e-08
8997.255,2.273e-08
9159.206,2.199e-08
9324.072,2.126e-08
9491.905,2.054e-08
9662.759,1.983e-08
9836.689,1.916e-08
10013.749,1.851e-08
10193.997,1.789e-08
10377.489,1.729e-08
10564.283,1.670e-08
10754.440,1.612e-08
10948.020,1.556e-08
11145.085,1.501e-08
11345.696,1.450e-08
11549.919,1.401e-08
11757.817,1.354e-08
11969.458,1.307e-08
12184.908,1.261e-08
12404.237,1.216e-08
12627.513,1.173e-08
12854.808,1.133e-08
13086.195,1.094e-08
13321.746,1.057e-08
13561.538,1.019e-08
13805.645,9.831e-09
14054.147,9.479e-09
14307.122,9.144e-09
14564.650,8.823e-09
14826.813,8.516e-09
15093.696,8.216e-09
15365.383,7.920e-09
15641.960,7.629e-09
15923.515,7.348e-09
16210.138,7.088e-09
16501.921,6.839e-09
16798.955,6.597e-09
17101.336,6.359e-09
17409.160,6.124e-09
17722.525,5.899e-09
18041.531,5.683e-09
18366.278,5.478e-09
18696.871,5.282e-09
19033.415,5.091e-09
19376.016,4.905e-09
19724.785,4.723e-09
20079.831,4.546e-09
20441.268,4.377e-09
20809.211,4.218e-09
21183.776,4.065e-09
21565.084,3.915e-09
21953.256,3.768e-09
22348.415,3.623e-09
22750.686,3.486e-09
23160.198,3.356e-09
23577.082,3.232e-09
24001.469,3.113e-09
24433.496,2.995e-09
24873.299,2.881e-09
25321.018,2.771e-09
25776.796,2.664e-09
26240.779,2.563e-09
26713.113,2.467e-09
27193.949,2.375e-09
27683.440,2.284e-09
28181.742,2.196e-09
28689.013,2.109e-09
29205.415,2.028e-09
29731.113,1.951e-09
30266.273,1.877e-09
