# Energy [keV], Spectrum [ph/cm^2/s/keV]
500.000,3.876e-06
509.000,3.761e-06
518.162,3.649e-06
527.489,3.537e-06
536.984,3.426e-06
546.649,3.317e-06
556.489,3.214e-06
566.506,3.117e-06
576.703,3.025e-06
587.084,2.933e-06
597.651,2.842e-06
608.409,2.751e-06
619.360,2.665e-06
630.509,2.584e-06
641.858,2.508e-06
653.411,2.435e-06
665.173,2.362e-06
677.146,2.289e-06
689.334,2.218e-06
701.743,2.150e-06
714.374,2.086e-06
727.233,2.025e-06
740.323,1.967e-06
753.649,1.908e-06
767.214,1.850e-06
781.024,1.793e-06
795.083,1.738e-06
809.394,1.687e-06
823.963,1.637e-06
838.794,1.589e-06
853.893,1.541e-06
869.263,1.493e-06
884.910,1.447e-06
900.838,1.404e-06
917.053,1.363e-06
933.560,1.323e-06
950.364,1.285e-06
967.471,1.246e-06
984.885,1.208e-06
1002.613,1.171e-06
1020.660,1.137e-06
1039.032,1.104e-06
1057.735,1.073e-06
1076.774,1.042e-06
1096.156,1.011e-06
1115.886,9.800e-07
1135.972,9.505e-07
1156.420,9.224e-07
1177.235,8.956e-07
1198.426,8.696e-07
1219.997,8.437e-07
1241.957,8.179e-07
1264.313,7.927e-07
1287.070,7.689e-07
1310.237,7.466e-07
1333.822,7.252e-07
1357.831,7.043e-07
1382.271,6.834e-07
1407.152,6.627e-07
1432.481,6.429e-07
1458.266,6.240e-07
1484.515,6.060e-07
1511.236,5.886e-07
1538.438,5.716e-07
1566.130,5.547e-07
1594.320,5.380e-07
1623.018,5.218e-07
1652.232,5.062e-07
1681.973,4.915e-07
1712.248,4.773e-07
1743.069,4.632e-07
1774.444,4.491e-07
1806.384,4.353e-07
1838.899,4.222e-07
1871.999,4.098e-07
1905.695,3.980e-07
1939.997,3.864e-07
1974.917,3.749e-07
2010.466,3.636e-07
2046.654,3.525e-07
2083.494,3.420e-07
2120.997,3.320e-07
2159.175,3.224e-07
2198.040,3.130e-07
2237.605,3.038e-07
2277.882,2.945e-07
2318.883,2.856e-07
2360.623,2.770e-07
2403.115,2.689e-07
2446.371,2.609e-07
2490.405,2.532e-07
2535.233,2.454e-07
2580.867,2.378e-07
2627.322,2.305e-07
2674.614,2.235e-07
2722.757,2.169e-07
2771.767,2.105e-07
2821.659,2.042e-07
2872.448,1.980e-07
2924.153,1.918e-07
2976.787,1.860e-07
3030.369,1.804e-07
3084.916,1.751e-07
3140.445,1.699e-07
3196.973,1.648e-07
3254.518,1.597e-07
3313.099,1.548e-07
3372.735,1.500e-07
3433.444,1.454e-07
3495.246,1.411e-07
3558.161,1.368e-07
3622.208,1.325e-07
3687.408,1.283e-07
3753.781,1.242e-07
3821.349,1.204e-07
3890.133,1.168e-07
3960.156,1.132e-07
4031.438,1.098e-07
4104.004,1.063e-07
4177.876,1.029e-07
4253.078,9.968e-08
4329.634,9.662e-08
4407.567,9.367e-08
4486.903,9.081e-08
4567.667,8.800e-08
4649.885,8.522e-08
4733.583,8.248e-08
4818.788,7.986e-08
4905.526,7.735e-08
4993.826,7.496e-08
5083.714,7.263e-08
5175.221,7.031e-08
5268.375,6.801e-08
5363.206,6.579e-08
5459.744,6.368e-08
5558.019,6.168e-08
5658.063,5.975e-08
5759.909,5.786e-08
5863.587,5.599e-08
5969.131,5.415e-08
6076.576,5.237e-08
6185.954,5.069e-08
6297.301,4.908e-08
6410.653,4.753e-08
6526.045,4.602e-08
6643.513,4.451e-08
6763.097,4.303e-08
6884.832,4.161e-08
7008.759,4.026e-08
7134.917,3.897e-08
7263.346,3.771e-08
7394.086,3.646e-08
7527.179,3.524e-08
7662.669,3.404e-08
7800.597,3.290e-08
7941.007,3.182e-08
8083.945,3.078e-08
8229.456,2.978e-08
8377.587,2.878e-08
8528.383,2.780e-08
8681.894,2.684e-08
8838.168,2.594e-08
8997.255,2.509e-08
9159.206,2.427e-08
9324.072,2.346e-08
9491.905,2.266e-08
9662.759,2.188e-08
9836.689,2.113e-08
10013.749,2.041e-08
10193.997,1.972e-08
10377.489,1.906e-08
10564.283,1.841e-08
10754.440,1.777e-08
10948.020,1.714e-08
11145.085,1.654e-08
11345.696,1.597e-08
11549.919,1.543e-08
11757.817,1.490e-08
11969.458,1.439e-08
12184.908,1.387e-08
12404.237,1.338e-08
12627.513,1.291e-08
12854.808,1.246e-08
13086.195,1.204e-08
13321.746,1.162e-08
13561.538,1.121e-08
13805.645,1.080e-08
14054.147,1.042e-08
14307.122,1.004e-08
14564.650,9.691e-09
14826.813,9.352e-09
15093.696,9.021e-09
15365.383,8.694e-09
15641.960,8.372e-09
15923.515,8.062e-09
16210.138,7.775e-09
16501.921,7.500e-09
16798.955,7.234e-09
17101.336,6.971e-09
17409.160,6.712e-09
17722.525,6.463e-09
18041.531,6.225e-09
18366.278,6.000e-09
18696.871,5.784e-09
19033.415,5.573e-09
19376.016,5.368e-09
19724.785,5.167e-09
20079.831,4.972e-09
20441.268,4.786e-09
20809.211,4.611e-09
21183.776,4.443e-09
21565.084,4.279e-09
21953.256,4.116e-09
22348.415,3.957e-09
22750.686,3.806e-09
23160.198,3.664e-09
23577.082,3.528e-09
24001.469,3.396e-09
24433.496,3.267e-09
24873.299,3.141e-09
25321.018,3.020e-09
25776.796,2.903e-09
26240.779,2.793e-09
26713.113,2.688e-09
27193.949,2.586e-09
27683.440,2.487e-09
28181.742,2.389e-09
28689.013,2.295e-09
29205.415,2.206e-09
29731.113,2.122e-09
30266.273,2.040e-09
