# Energy [keV], Spectrum [ph/cm^2/s/keV]
500.000,4.152e-06
509.000,4.030e-06
518.162,3.910e-06
527.489,3.790e-06
536.984,3.671e-06
546.649,3.555e-06
556.489,3.444e-06
566.506,3.341e-06
576.703,3.242e-06
587.084,3.144e-06
597.651,3.046e-06
608.409,2.949e-06
619.360,2.857e-06
630.509,2.771e-06
641.858,2.689e-06
653.411,2.611e-06
665.173,2.533e-06
677.146,2.455e-06
689.334,2.378e-06
701.743,2.306e-06
714.374,2.237e-06
727.233,2.172e-06
740.323,2.109e-06
753.649,2.047e-06
767.214,1.984e-06
781.024,1.923e-06
795.083,1.864e-06
809.394,1.809e-06
823.963,1.757e-06
838.794,1.705e-06
853.893,1.653e-06
869.263,1.602e-06
884.910,1.553e-06
900.838,1.506e-06
917.053,1.462e-06
933.560,1.420e-06
950.364,1.379e-06
967.471,1.337e-06
984.885,1.296e-06
1002.613,1.257e-06
1020.660,1.220e-06
1039.032,1.185e-06
1057.735,1.151e-06
1076.774,1.118e-06
1096.156,1.085e-06
1115.886,1.052e-06
1135.972,1.020e-06
1156.420,9.901e-07
1177.235,9.614e-07
1198.426,9.334e-07
1219.997,9.056e-07
1241.957,8.779e-07
1264.313,8.509e-07
1287.070,8.254e-07
1310.237,8.015e-07
1333.822,7.785e-07
1357.831,7.560e-07
1382.271,7.336e-07
1407.152,7.114e-07
1432.481,6.901e-07
1458.266,6.699e-07
1484.515,6.505e-07
1511.236,6.319e-07
1538.438,6.136e-07
1566.130,5.955e-07
1594.320,5.775e-07
1623.018,5.601e-07
1652.232,5.434e-07
1681.973,5.276e-07
1712.248,5.123e-07
1743.069,4.972e-07
1774.444,4.820e-07
1806.384,4.672e-07
1838.899,4.532e-07
1871.999,4.399e-07
1905.695,4.271e-07
1939.997,4.147e-07
1974.917,4.024e-07
2010.466,3.902e-07
2046.654,3.783e-07
2083.494,3.671e-07
2120.997,3.563e-07
2159.175,3.460e-07
2198.040,3.359e-07
2237.605,3.259e-07
2277.882,3.160e-07
2318.883,3.064e-07
2360.623,2.972e-07
2403.115,2.885e-07
2446.371,2.800e-07
2490.405,2.716e-07
2535.233,2.633e-07
2580.867,2.551e-07
2627.322,2.472e-07
2674.614,2.398e-07
2722.757,2.327e-07
2771.767,2.258e-07
2821.659,2.191e-07
2872.448,2.123e-07
2924.153,2.057e-07
2976.787,1.994e-07
3030.369,1.935e-07
3084.916,1.878e-07
3140.445,1.822e-07
3196.973,1.767e-07
3254.518,1.712e-07
3313.099,1.659e-07
3372.735,1.608e-07
3433.444,1.559e-07
3495.246,1.512e-07
3558.161,1.466e-07
3622.208,1.420e-07
3687.408,1.375e-07
3753.781,1.331e-07
3821.349,1.290e-07
3890.133,1.251e-07
3960.156,1.213e-07
4031.438,1.176e-07
4104.004,1.139e-07
4177.876,1.102e-07
4253.078,1.068e-07
4329.634,1.035e-07
4407.567,1.003e-07
4486.903,9.725e-08
4567.667,9.423e-08
4649.885,9.124e-08
4733.583,8.831e-08
4818.788,8.549e-08
4905.526,8.280e-08
4993.826,8.024e-08
5083.714,7.774e-08
5175.221,7.525e-08
5268.375,7.277e-08
5363.206,7.039e-08
5459.744,6.813e-08
5558.019,6.599e-08
5658.063,6.392e-08
5759.909,6.189e-08
5863.587,5.989e-08
5969.131,5.792e-08
6076.576,5.600e-08
6185.954,5.420e-08
6297.301,5.248e-08
6410.653,5.082e-08
6526.045,4.919e-08
6643.513,4.758e-08
6763.097,4.598e-08
6884.832,4.446e-08
7008.759,4.302e-08
7134.917,4.164e-08
7263.346,4.029e-08
7394.086,3.895e-08
7527.179,3.764e-08
7662.669,3.636e-08
7800.597,3.513e-08
7941.007,3.398e-08
8083.945,3.287e-08
8229.456,3.179e-08
8377.587,3.073e-08
8528.383,2.968e-08
8681.894,2.865e-08
8838.168,2.768e-08
8997.255,2.677e-08
9159.206,2.589e-08
9324.072,2.503e-08
9491.905,2.417e-08
9662.759,2.333e-08
9836.689,2.253e-08
10013.749,2.176e-08
10193.997,2.103e-08
10377.489,2.032e-08
10564.283,1.962e-08
10754.440,1.894e-08
10948.020,1.827e-08
11145.085,1.762e-08
11345.696,1.701e-08
11549.919,1.644e-08
11757.817,1.588e-08
11969.458,1.532e-08
12184.908,1.477e-08
12404.237,1.424e-08
12627.513,1.374e-08
12854.808,1.327e-08
13086.195,1.281e-08
13321.746,1.236e-08
13561.538,1.192e-08
13805.645,1.149e-08
14054.147,1.108e-08
14307.122,1.068e-08
14564.650,1.031e-08
14826.813,9.944e-09
15093.696,9.591e-09
15365.383,9.241e-09
15641.960,8.898e-09
15923.515,8.567e-09
16210.138,8.261e-09
16501.921,7.969e-09
16798.955,7.684e-09
17101.336,7.404e-09
17409.160,7.127e-09
17722.525,6.862e-09
18041.531,6.608e-09
18366.278,6.368e-09
18696.871,6.138e-09
19033.415,5.914e-09
19376.016,5.696e-09
19724.785,5.482e-09
20079.831,5.274e-09
20441.268,5.075e-09
20809.211,4.889e-09
21183.776,4.710e-09
21565.084,4.535e-09
21953.256,4.362e-09
22348.415,4.192e-09
22750.686,4.032e-09
23160.198,3.881e-09
23577.082,3.736e-09
24001.469,3.596e-09
24433.496,3.459e-09
24873.299,3.325e-09
25321.018,3.196e-09
25776.796,3.072e-09
26240.779,2.954e-09
26713.113,2.843e-09
27193.949,2.735e-09
27683.440,2.629e-09
28181.742,2.526e-09
28689.013,2.425e-09
29205.415,2.331e-09
29731.113,2.242e-09
30266.273,2.155e-09
