# Energy [keV], Spectrum [ph/cm^2/s/keV]
500.000,6.520e-06
509.000,6.329e-06
518.162,6.142e-06
527.489,5.955e-06
536.984,5.769e-06
546.649,5.588e-06
556.489,5.417e-06
566.506,5.256e-06
576.703,5.101e-06
587.084,4.948e-06
597.651,4.794e-06
608.409,4.643e-06
619.360,4.500e-06
630.509,4.365e-06
641.858,4.238e-06
653.411,4.115e-06
665.173,3.992e-06
677.146,3.870e-06
689.334,3.751e-06
701.743,3.638e-06
714.374,3.531e-06
727.233,3.429e-06
740.323,3.330e-06
753.649,3.231e-06
767.214,3.132e-06
781.024,3.036e-06
795.083,2.945e-06
809.394,2.859e-06
823.963,2.776e-06
838.794,2.695e-06
853.893,2.613e-06
869.263,2.532e-06
884.910,2.455e-06
900.838,2.382e-06
917.053,2.313e-06
933.560,2.246e-06
950.364,2.181e-06
967.471,2.115e-06
984.885,2.050e-06
1002.613,1.989e-06
1020.660,1.931e-06
1039.032,1.876e-06
1057.735,1.823e-06
1076.774,1.770e-06
1096.156,1.717e-06
1115.886,1.665e-06
1135.972,1.615e-06
1156.420,1.568e-06
1177.235,1.522e-06
1198.426,1.478e-06
1219.997,1.434e-06
1241.957,1.390e-06
1264.313,1.347e-06
1287.070,1.307e-06
1310.237,1.269e-06
1333.822,1.233e-06
1357.831,1.197e-06
1382.271,1.162e-06
1407.152,1.126e-06
1432.481,1.093e-06
1458.266,1.061e-06
1484.515,1.030e-06
1511.236,1.001e-06
1538.438,9.714e-07
1566.130,9.425e-07
1594.320,9.140e-07
1623.018,8.864e-07
1652.232,8.601e-07
1681.973,8.351e-07
1712.248,8.107e-07
1743.069,7.866e-07
1774.444,7.625e-07
1806.384,7.390e-07
1838.899,7.167e-07
1871.999,6.957e-07
1905.695,6.755e-07
1939.997,6.557e-07
1974.917,6.361e-07
2010.466,6.166e-07
2046.654,5.977e-07
2083.494,5.799e-07
2120.997,5.629e-07
2159.175,5.465e-07
2198.040,5.305e-07
2237.605,5.146e-07
2277.882,4.987e-07
2318.883,4.835e-07
2360.623,4.690e-07
2403.115,4.551e-07
2446.371,4.416e-07
2490.405,4.283e-07
2535.233,4.150e-07
2580.867,4.020e-07
2627.322,3.895e-07
2674.614,3.778e-07
2722.757,3.665e-07
2771.767,3.556e-07
2821.659,3.448e-07
2872.448,3.341e-07
2924.153,3.235e-07
2976.787,3.136e-07
3030.369,3.042e-07
3084.916,2.952e-07
3140.445,2.863e-07
3196.973,2.775e-07
3254.518,2.689e-07
3313.099,2.604e-07
3372.735,2.523e-07
3433.444,2.446e-07
3495.246,2.372e-07
3558.161,2.299e-07
3622.208,2.226e-07
3687.408,2.154e-07
3753.781,2.085e-07
3821.349,2.020e-07
3890.133,1.958e-07
3960.156,1.898e-07
4031.438,1.839e-07
4104.004,1.780e-07
4177.876,1.723e-07
4253.078,1.668e-07
4329.634,1.616e-07
4407.567,1.566e-07
4486.903,1.518e-07
4567.667,1.470e-07
4649.885,1.422e-07
4733.583,1.376e-07
4818.788,1.332e-07
4905.526,1.289e-07
4993.826,1.249e-07
5083.714,1.209e-07
5175.221,1.170e-07
5268.375,1.131e-07
5363.206,1.093e-07
5459.744,1.058e-07
5558.019,1.024e-07
5658.063,9.918e-08
5759.909,9.598e-08
5863.587,9.282e-08
5969.131,8.972e-08
6076.576,8.670e-08
6185.954,8.388e-08
6297.301,8.119e-08
6410.653,7.858e-08
6526.045,7.602e-08
6643.513,7.348e-08
6763.097,7.098e-08
6884.832,6.860e-08
7008.759,6.634e-08
7134.917,6.418e-08
7263.346,6.207e-08
7394.086,5.997e-08
7527.179,5.792e-08
7662.669,5.591e-08
7800.597,5.400e-08
7941.007,5.220e-08
8083.945,5.047e-08
8229.456,4.879e-08
8377.587,4.713e-08
8528.383,4.549e-08
8681.894,4.388e-08
8838.168,4.237e-08
8997.255,4.097e-08
9159.206,3.960e-08
9324.072,3.825e-08
9491.905,3.691e-08
9662.759,3.561e-08
9836.689,3.437e-08
10013.749,3.318e-08
10193.997,3.204e-08
10377.489,3.094e-08
10564.283,2.986e-08
10754.440,2.880e-08
10948.020,2.776e-08
11145.085,2.676e-08
11345.696,2.582e-08
11549.919,2.493e-08
11757.817,2.407e-08
11969.458,2.321e-08
12184.908,2.236e-08
12404.237,2.154e-08
12627.513,2.077e-08
12854.808,2.004e-08
13086.195,1.934e-08
13321.746,1.865e-08
13561.538,1.797e-08
13805.645,1.731e-08
14054.147,1.667e-08
14307.122,1.607e-08
14564.650,1.549e-08
14826.813,1.493e-08
15093.696,1.439e-08
15365.383,1.386e-08
15641.960,1.333e-08
15923.515,1.283e-08
16210.138,1.236e-08
16501.921,1.191e-08
16798.955,1.148e-08
17101.336,1.105e-08
17409.160,1.063e-08
17722.525,1.023e-08
18041.531,9.840e-09
18366.278,9.475e-09
18696.871,9.126e-09
19033.415,8.785e-09
19376.016,8.453e-09
19724.785,8.128e-09
20079.831,7.812e-09
20441.268,7.512e-09
20809.211,7.231e-09
21183.776,6.961e-09
21565.084,6.696e-09
21953.256,6.435e-09
22348.415,6.178e-09
22750.686,5.937e-09
23160.198,5.709e-09
23577.082,5.492e-09
24001.469,5.282e-09
24433.496,5.075e-09
24873.299,4.874e-09
25321.018,4.680e-09
25776.796,4.494e-09
26240.779,4.318e-09
26713.113,4.152e-09
27193.949,3.990e-09
27683.440,3.832e-09
28181.742,3.677e-09
28689.013,3.527e-09
29205.415,3.386e-09
29731.113,3.254e-09
30266.273,3.126e-09
