# Energy [keV], Spectrum [ph/cm^2/s/keV]
500.000,5.314e-06
509.000,5.158e-06
518.162,5.005e-06
527.489,4.852e-06
536.984,4.700e-06
546.649,4.552e-06
556.489,4.412e-06
566.506,4.280e-06
576.703,4.154e-06
587.084,4.029e-06
597.651,3.904e-06
608.409,3.780e-06
619.360,3.663e-06
630.509,3.553e-06
641.858,3.449e-06
653.411,3.348e-06
665.173,3.249e-06
677.146,3.149e-06
689.334,3.051e-06
701.743,2.959e-06
714.374,2.872e-06
727.233,2.789e-06
740.323,2.708e-06
753.649,2.628e-06
767.214,2.547e-06
781.024,2.469e-06
795.083,2.395e-06
809.394,2.324e-06
823.963,2.257e-06
838.794,2.190e-06
853.893,2.124e-06
869.263,2.059e-06
884.910,1.995e-06
900.838,1.936e-06
917.053,1.880e-06
933.560,1.826e-06
950.364,1.772e-06
967.471,1.719e-06
984.885,1.666e-06
1002.613,1.616e-06
1020.660,1.569e-06
1039.032,1.524e-06
1057.735,1.481e-06
1076.774,1.438e-06
1096.156,1.395e-06
1115.886,1.353e-06
1135.972,1.312e-06
1156.420,1.274e-06
1177.235,1.237e-06
1198.426,1.201e-06
1219.997,1.165e-06
1241.957,1.129e-06
1264.313,1.095e-06
1287.070,1.062e-06
1310.237,1.031e-06
1333.822,1.002e-06
1357.831,9.725e-07
1382.271,9.437e-07
1407.152,9.150e-07
1432.481,8.876e-07
1458.266,8.617e-07
1484.515,8.368e-07
1511.236,8.128e-07
1538.438,7.893e-07
1566.130,7.658e-07
1594.320,7.427e-07
1623.018,7.203e-07
1652.232,6.989e-07
1681.973,6.786e-07
1712.248,6.588e-07
1743.069,6.392e-07
1774.444,6.197e-07
1806.384,6.006e-07
1838.899,5.826e-07
1871.999,5.655e-07
1905.695,5.491e-07
1939.997,5.330e-07
1974.917,5.171e-07
2010.466,5.014e-07
2046.654,4.860e-07
2083.494,4.716e-07
2120.997,4.578e-07
2159.175,4.445e-07
2198.040,4.315e-07
2237.605,4.186e-07
2277.882,4.057e-07
2318.883,3.934e-07
2360.623,3.816e-07
2403.115,3.703e-07
2446.371,3.593e-07
2490.405,3.485e-07
2535.233,3.378e-07
2580.867,3.272e-07
2627.322,3.171e-07
2674.614,3.076e-07
2722.757,2.984e-07
2771.767,2.896e-07
2821.659,2.808e-07
2872.448,2.721e-07
2924.153,2.635e-07
2976.787,2.555e-07
3030.369,2.479e-07
3084.916,2.405e-07
3140.445,2.333e-07
3196.973,2.262e-07
3254.518,2.192e-07
3313.099,2.123e-07
3372.735,2.058e-07
3433.444,1.995e-07
3495.246,1.934e-07
3558.161,1.875e-07
3622.208,1.816e-07
3687.408,1.758e-07
3753.781,1.701e-07
3821.349,1.648e-07
3890.133,1.598e-07
3960.156,1.550e-07
4031.438,1.502e-07
4104.004,1.454e-07
4177.876,1.407e-07
4253.078,1.363e-07
4329.634,1.320e-07
4407.567,1.280e-07
4486.903,1.240e-07
4567.667,1.201e-07
4649.885,1.163e-07
4733.583,1.125e-07
4818.788,1.089e-07
4905.526,1.055e-07
4993.826,1.022e-07
5083.714,9.896e-08
5175.221,9.577e-08
5268.375,9.258e-08
5363.206,8.953e-08
5459.744,8.664e-08
5558.019,8.389e-08
5658.063,8.124e-08
5759.909,7.864e-08
5863.587,7.607e-08
5969.131,7.354e-08
6076.576,7.109e-08
6185.954,6.879e-08
6297.301,6.659e-08
6410.653,6.446e-08
6526.045,6.238e-08
6643.513,6.031e-08
6763.097,5.827e-08
6884.832,5.632e-08
7008.759,5.448e-08
7134.917,5.271e-08
7263.346,5.099e-08
7394.086,4.928e-08
7527.179,4.760e-08
7662.669,4.597e-08
7800.597,4.441e-08
7941.007,4.293e-08
8083.945,4.152e-08
8229.456,4.014e-08
8377.587,3.879e-08
8528.383,3.744e-08
8681.894,3.613e-08
8838.168,3.490e-08
8997.255,3.375e-08
9159.206,3.263e-08
9324.072,3.153e-08
9491.905,3.043e-08
9662.759,2.937e-08
9836.689,2.835e-08
10013.749,2.737e-08
10193.997,2.644e-08
10377.489,2.554e-08
10564.283,2.466e-08
10754.440,2.378e-08
10948.020,2.293e-08
11145.085,2.211e-08
11345.696,2.134e-08
11549.919,2.061e-08
11757.817,1.990e-08
11969.458,1.920e-08
12184.908,1.850e-08
12404.237,1.783e-08
12627.513,1.720e-08
12854.808,1.660e-08
13086.195,1.602e-08
13321.746,1.545e-08
13561.538,1.490e-08
13805.645,1.435e-08
14054.147,1.383e-08
14307.122,1.333e-08
14564.650,1.285e-08
14826.813,1.240e-08
15093.696,1.195e-08
15365.383,1.151e-08
15641.960,1.108e-08
15923.515,1.066e-08
16210.138,1.028e-08
16501.921,9.907e-09
16798.955,9.549e-09
17101.336,9.196e-09
17409.160,8.848e-09
17722.525,8.515e-09
18041.531,8.196e-09
18366.278,7.895e-09
18696.871,7.606e-09
19033.415,7.324e-09
19376.016,7.051e-09
19724.785,6.782e-09
20079.831,6.521e-09
20441.268,6.273e-09
20809.211,6.040e-09
21183.776,5.816e-09
21565.084,5.597e-09
21953.256,5.381e-09
22348.415,5.168e-09
22750.686,4.968e-09
23160.198,4.779e-09
23577.082,4.599e-09
24001.469,4.424e-09
24433.496,4.253e-09
24873.299,4.086e-09
25321.018,3.925e-09
25776.796,3.771e-09
26240.779,3.624e-09
26713.113,3.486e-09
27193.949,3.351e-09
27683.440,3.220e-09
28181.742,3.091e-09
28689.013,2.966e-09
29205.415,2.849e-09
29731.113,2.739e-09
30266.273,2.632e-09
