# Energy [keV], Spectrum [ph/cm^2/s/keV]
500.000,8.337e-06
509.000,8.082e-06
518.162,7.834e-06
527.489,7.588e-06
536.984,7.342e-06
546.649,7.099e-06
556.489,6.867e-06
566.506,6.650e-06
576.703,6.446e-06
587.084,6.247e-06
597.651,6.048e-06
608.409,5.850e-06
619.360,5.657e-06
630.509,5.476e-06
641.858,5.307e-06
653.411,5.147e-06
665.173,4.989e-06
677.146,4.831e-06
689.334,4.674e-06
701.743,4.523e-06
714.374,4.380e-06
727.233,4.247e-06
740.323,4.119e-06
753.649,3.993e-06
767.214,3.866e-06
781.024,3.741e-06
795.083,3.621e-06
809.394,3.508e-06
823.963,3.401e-06
838.794,3.298e-06
853.893,3.196e-06
869.263,3.094e-06
884.910,2.994e-06
900.838,2.899e-06
917.053,2.809e-06
933.560,2.725e-06
950.364,2.643e-06
967.471,2.561e-06
984.885,2.479e-06
1002.613,2.401e-06
1020.660,2.326e-06
1039.032,2.256e-06
1057.735,2.189e-06
1076.774,2.123e-06
1096.156,2.058e-06
1115.886,1.993e-06
1135.972,1.930e-06
1156.420,1.870e-06
1177.235,1.813e-06
1198.426,1.759e-06
1219.997,1.705e-06
1241.957,1.652e-06
1264.313,1.599e-06
1287.070,1.549e-06
1310.237,1.501e-06
1333.822,1.456e-06
1357.831,1.413e-06
1382.271,1.371e-06
1407.152,1.328e-06
1432.481,1.287e-06
1458.266,1.247e-06
1484.515,1.209e-06
1511.236,1.173e-06
1538.438,1.139e-06
1566.130,1.104e-06
1594.320,1.070e-06
1623.018,1.036e-06
1652.232,1.004e-06
1681.973,9.739e-07
1712.248,9.450e-07
1743.069,9.167e-07
1774.444,8.885e-07
1806.384,8.606e-07
1838.899,8.338e-07
1871.999,8.083e-07
1905.695,7.841e-07
1939.997,7.608e-07
1974.917,7.381e-07
2010.466,7.155e-07
2046.654,6.932e-07
2083.494,6.719e-07
2120.997,6.515e-07
2159.175,6.322e-07
2198.040,6.136e-07
2237.605,5.953e-07
2277.882,5.771e-07
2318.883,5.592e-07
2360.623,5.420e-07
2403.115,5.255e-07
2446.371,5.098e-07
2490.405,4.946e-07
2535.233,4.795e-07
2580.867,4.646e-07
2627.322,4.500e-07
2674.614,4.361e-07
2722.757,4.230e-07
2771.767,4.104e-07
2821.659,3.982e-07
2872.448,3.861e-07
2924.153,3.740e-07
2976.787,3.625e-07
3030.369,3.515e-07
3084.916,3.410e-07
3140.445,3.309e-07
3196.973,3.210e-07
3254.518,3.112e-07
3313.099,3.016e-07
3372.735,2.922e-07
3433.444,2.833e-07
3495.246,2.747e-07
3558.161,2.664e-07
3622.208,2.583e-07
3687.408,2.502e-07
3753.781,2.423e-07
3821.349,2.348e-07
3890.133,2.277e-07
3960.156,2.208e-07
4031.438,2.142e-07
4104.004,2.076e-07
4177.876,2.011e-07
4253.078,1.948e-07
4329.634,1.889e-07
4407.567,1.831e-07
4486.903,1.776e-07
4567.667,1.722e-07
4649.885,1.669e-07
4733.583,1.617e-07
4818.788,1.566e-07
4905.526,1.518e-07
4993.826,1.471e-07
5083.714,1.426e-07
5175.221,1.382e-07
5268.375,1.338e-07
5363.206,1.296e-07
5459.744,1.255e-07
5558.019,1.216e-07
5658.063,1.179e-07
5759.909,1.142e-07
5863.587,1.107e-07
5969.131,1.072e-07
6076.576,1.038e-07
6185.954,1.005e-07
6297.301,9.740e-08
6410.653,9.441e-08
6526.045,9.151e-08
6643.513,8.865e-08
6763.097,8.582e-08
6884.832,8.308e-08
7008.759,8.046e-08
7134.917,7.793e-08
7263.346,7.549e-08
7394.086,7.311e-08
7527.179,7.077e-08
7662.669,6.848e-08
7800.597,6.626e-08
7941.007,6.414e-08
8083.945,6.213e-08
8229.456,6.018e-08
8377.587,5.827e-08
8528.383,5.640e-08
8681.894,5.455e-08
8838.168,5.278e-08
8997.255,5.112e-08
9159.206,4.951e-08
9324.072,4.794e-08
9491.905,4.640e-08
9662.759,4.490e-08
9836.689,4.343e-08
10013.749,4.202e-08
10193.997,4.067e-08
10377.489,3.936e-08
10564.283,3.809e-08
10754.440,3.685e-08
10948.020,3.562e-08
11145.085,3.443e-08
11345.696,3.330e-08
11549.919,3.223e-08
11757.817,3.119e-08
11969.458,3.018e-08
12184.908,2.918e-08
12404.237,2.820e-08
12627.513,2.726e-08
12854.808,2.637e-08
13086.195,2.552e-08
13321.746,2.468e-08
13561.538,2.387e-08
13805.645,2.308e-08
14054.147,2.231e-08
14307.122,2.156e-08
14564.650,2.084e-08
14826.813,2.015e-08
15093.696,1.949e-08
15365.383,1.883e-08
15641.960,1.819e-08
15923.515,1.756e-08
16210.138,1.697e-08
16501.921,1.641e-08
16798.955,1.586e-08
17101.336,1.533e-08
17409.160,1.481e-08
17722.525,1.430e-08
18041.531,1.381e-08
18366.278,1.334e-08
18696.871,1.290e-08
19033.415,1.246e-08
19376.016,1.204e-08
19724.785,1.163e-08
20079.831,1.123e-08
20441.268,1.084e-08
20809.211,1.047e-08
21183.776,1.011e-08
21565.084,9.766e-09
21953.256,9.427e-09
22348.415,9.094e-09
22750.686,8.776e-09
23160.198,8.471e-09
23577.082,8.180e-09
24001.469,7.898e-09
24433.496,7.623e-09
24873.299,7.357e-09
25321.018,7.098e-09
25776.796,6.847e-09
26240.779,6.607e-09
26713.113,6.378e-09
27193.949,6.157e-09
27683.440,5.942e-09
28181.742,5.732e-09
28689.013,5.526e-09
29205.415,5.330e-09
29731.113,5.144e-09
30266.273,4.963e-09
